Método da Falsa Posição da função f(x)=2x^4+4x^3+3x^2-10x-15
I=[0,3], Precisão=1e-10 e Número Máximo de Iterações=500.
+----------+-------------------+---+---------+---------------------+------+---------------------+--------------------+
| Iteração |         a         | b |    x    |         f(a)        | f(b) |         f(x)        |       |f(x)|       |
+----------+-------------------+---+---------+---------------------+------+---------------------+--------------------+
|    0     |         0         | 3 | 0.16854 |         -15         | 252  | -16.579413221787853 | 16.579413221787853 |
|    1     | 0.168539325842697 | 3 | 0.34333 | -16.579413221787853 | 252  | -17.889975330207044 | 17.889975330207044 |
|    2     | 0.343325456972302 | 3 | 0.51943 | -17.889975330207044 | 252  | -18.678691297731813 | 18.678691297731813 |
|    3     | 0.519426262409795 | 3 | 0.69060 | -18.678691297731813 | 252  | -18.702819415925536 | 18.702819415925536 |
|    4     | 0.690602910499702 | 3 | 0.85016 | -18.702819415925536 | 252  | -17.830607844644128 | 17.830607844644128 |
|    5     | 0.850158828010205 | 3 | 0.99222 | -17.830607844644128 | 252  | -16.122821204945907 | 16.122821204945907 |
|    6     | 0.992221936314399 | 3 | 1.11295 | -16.122821204945907 | 252  | -13.830632321109489 | 13.830632321109489 |
|    7     | 1.112954094041741 | 3 | 1.21113 | -13.830632321109489 | 252  | -11.301365931464144 | 11.301365931464144 |
|    8     | 1.211133291339204 | 3 | 1.28791 | -11.301365931464144 | 252  |  -8.855061882319587 | 8.855061882319587  |
|    9     | 1.287914652520793 | 3 | 1.34603 |  -8.855061882319587 | 252  |  -6.704621946662730 | 6.704621946662730  |
|    10    | 1.346033600224328 | 3 | 1.38890 |  -6.704621946662730 | 252  |  -4.942548152236759 | 4.942548152236759  |
|    11    | 1.388898004190273 | 3 | 1.41989 |  -4.942548152236759 | 252  |  -3.570965931222695 | 3.570965931222695  |
|    12    | 1.419889170307830 | 3 | 1.44197 |  -3.570965931222695 | 252  |  -2.542184667877663 | 2.542184667877663  |
|    13    | 1.441967272645579 | 3 | 1.45753 |  -2.542184667877663 | 252  |  -1.790660035633579 | 1.790660035633579  |
|    14    | 1.457527785401843 | 3 | 1.46841 |  -1.790660035633579 | 252  |  -1.251824766764825 | 1.251824766764825  |
|    15    | 1.468410941426452 | 3 | 1.47598 |  -1.251824766764825 | 252  |  -0.870506214714272 | 0.870506214714272  |
|    16    | 1.475981592172183 | 3 | 1.48123 |  -0.870506214714272 | 252  |  -0.603105816003325 | 0.603105816003325  |
|    17    | 1.481228022510036 | 3 | 1.48485 |  -0.603105816003325 | 252  |  -0.416772623355088 | 0.416772623355088  |
|    18    | 1.484854186209995 | 3 | 1.48736 |  -0.416772623355088 | 252  |  -0.287496337236153 | 0.287496337236153  |
|    19    | 1.487355887222237 | 3 | 1.48908 |  -0.287496337236153 | 252  |  -0.198076019569442 | 0.198076019569442  |
|    20    | 1.489079633536577 | 3 | 1.49027 |  -0.198076019569442 | 252  |  -0.136352649434091 | 0.136352649434091  |
|    21    | 1.490266308299522 | 3 | 1.49108 |  -0.136352649434091 | 252  |  -0.093808428009739 | 0.093808428009739  |
|    22    | 1.491082756172429 | 3 | 1.49164 |  -0.093808428009739 | 252  |  -0.064512775935285 | 0.064512775935285  |
|    23    | 1.491644250147719 | 3 | 1.49203 |  -0.064512775935285 | 252  |  -0.044353676874531 | 0.044353676874531  |
|    24    | 1.492030295035392 | 3 | 1.49230 |  -0.044353676874531 | 252  |  -0.030488146886993 | 0.030488146886993  |
|    25    | 1.492295661031714 | 3 | 1.49248 |  -0.030488146886993 | 252  |  -0.020954423272761 | 0.020954423272761  |
|    26    | 1.492478048137680 | 3 | 1.49260 |  -0.020954423272761 | 252  |  -0.014400627358960 | 0.014400627358960  |
|    27    | 1.492603391893895 | 3 | 1.49269 |  -0.014400627358960 | 252  |  -0.009896014426532 | 0.009896014426532  |
|    28    | 1.492689527673365 | 3 | 1.49275 |  -0.009896014426532 | 252  |  -0.006800186355301 | 0.006800186355301  |
|    29    | 1.492748717278278 | 3 | 1.49279 |  -0.006800186355301 | 252  |  -0.004672708148163 | 0.004672708148163  |
|    30    | 1.492789389155383 | 3 | 1.49282 |  -0.004672708148163 | 252  |  -0.003210759703467 | 0.003210759703467  |
|    31    | 1.492817336078853 | 3 | 1.49284 |  -0.003210759703467 | 252  |  -0.002206180170692 | 0.002206180170692  |
|    32    | 1.492836539014198 | 3 | 1.49285 |  -0.002206180170692 | 252  |  -0.001515898226041 | 0.001515898226041  |
|    33    | 1.492849733637341 | 3 | 1.49286 |  -0.001515898226041 | 252  |  -0.001041588777433 | 0.001041588777433  |
|    34    | 1.492858799798737 | 3 | 1.49287 |  -0.001041588777433 | 252  |  -0.000715682834763 | 0.000715682834763  |
|    35    | 1.492865029222830 | 3 | 1.49287 |  -0.000715682834763 | 252  |  -0.000491749105267 | 0.000491749105267  |
|    36    | 1.492869309490945 | 3 | 1.49287 |  -0.000491749105267 | 252  |  -0.000337882454756 | 0.000337882454756  |
|    37    | 1.492872250477939 | 3 | 1.49287 |  -0.000337882454756 | 252  |  -0.000232159828524 | 0.000232159828524  |
|    38    | 1.492874271237228 | 3 | 1.49288 |  -0.000232159828524 | 252  |  -0.000159517404978 | 0.000159517404978  |
|    39    | 1.492875659704404 | 3 | 1.49288 |  -0.000159517404978 | 252  |  -0.000109604599821 | 0.000109604599821  |
|    40    | 1.492876613721910 | 3 | 1.49288 |  -0.000109604599821 | 252  |  -0.000075309416312 | 0.000075309416312  |
|    41    | 1.492877269228195 | 3 | 1.49288 |  -0.000075309416312 | 252  |  -0.000051745149042 | 0.000051745149042  |
